# English source | de-DE | fr-FR | es-ES | pt-BR | it-IT | nl-NL | pl-PL | tr-TR | ru-RU (no spaces around separators)
Invalid JSON: line {line}, column {column}.|Ungültiges JSON: Zeile {line}, Spalte {column}.|JSON invalide : ligne {line}, colonne {column}.|JSON inválido: línea {line}, columna {column}.|JSON inválido: linha {line}, coluna {column}.|JSON non valido: riga {line}, colonna {column}.|Ongeldige JSON: regel {line}, kolom {column}.|Nieprawidłowy JSON: wiersz {line}, kolumna {column}.|Geçersiz JSON: satır {line}, sütun {column}.|Файл не является корректным JSON: строка {line}, столбец {column}.
Invalid recipient addresses: {addresses}|Ungültige Empfängeradressen: {addresses}|Adresses destinataires invalides : {addresses}|Destinatarios inválidos: {addresses}|Destinatários inválidos: {addresses}|Destinatari non validi: {addresses}|Ongeldige ontvangeradressen: {addresses}|Nieprawidłowe adresy odbiorców: {addresses}|Geçersiz alıcı adresleri: {addresses}|Некорректные адреса получателей: {addresses}
JavaScript Worker (*.js)|JavaScript-Worker (*.js)|Worker JavaScript (*.js)|Worker JavaScript (*.js)|Worker JavaScript (*.js)|Worker JavaScript (*.js)|JavaScript-Worker (*.js)|Worker JavaScript (*.js)|JavaScript Worker (*.js)|JavaScript Worker (*.js)
JSON body|JSON-Inhalt|Corps JSON|Cuerpo JSON|Corpo JSON|Corpo JSON|JSON-inhoud|Treść JSON|JSON gövdesi|JSON body
Keep in context|Im Kontext speichern|Conserver dans le contexte|Guardar en contexto|Manter no contexto|Conserva nel contesto|In context bewaren|Zachowaj w kontekście|Bağlamda sakla|Сохранять в контексте
Keyboard|Tastatur|Clavier|Teclado|Teclado|Tastiera|Toetsenbord|Klawiatura|Klavye|Клавиатура
Knowledge Base|Wissensdatenbank|Base de connaissances|Base de conocimientos|Base de conhecimento|Base di conoscenza|Kennisbank|Baza wiedzy|Bilgi Bankası|База знаний
Languages|Sprachen|Langues|Idiomas|Idiomas|Lingue|Talen|Języki|Diller|Языки
Later|Später|Plus tard|Más tarde|Mais tarde|Più tardi|Later|Później|Daha sonra|Позже
Lead field|Anfragefeld|Champ de demande|Campo de solicitud|Campo do lead|Campo richiesta|Aanvraagveld|Pole zgłoszenia|Başvuru alanı|Поле заявки
Lead integrations|Anfragenintegrationen|Intégrations des demandes|Integraciones de solicitudes|Integrações de leads|Integrazioni delle richieste|Aanvraagintegraties|Integracje zgłoszeń|Başvuru entegrasyonları|Интеграции заявок
Leads saved: {p1}\n{p3}|Gespeicherte Anfragen: {p1}\n{p3}|Demandes enregistrées : {p1}\n{p3}|Solicitudes guardadas: {p1}\n{p3}|Leads salvos: {p1}\n{p3}|Richieste salvate: {p1}\n{p3}|Opgeslagen aanvragen: {p1}\n{p3}|Zapisane zgłoszenia: {p1}\n{p3}|Kaydedilen başvurular: {p1}\n{p3}|Сохранено заявок: {p1}\n{p3}
Left side|Linke Seite|Partie gauche|Parte izquierda|Lado esquerdo|Lato sinistro|Linkerkant|Lewa strona|Sol taraf|Левая часть
Length|Länge|Longueur|Longitud|Comprimento|Lunghezza|Lengte|Długość|Uzunluk|Длина
License|Lizenz|Licence|Licencia|Licença|Licenza|Licentie|Licencja|Lisans|Лицензия
Main|Hauptleiste|Principale|Principal|Principal|Principale|Hoofdwerkbalk|Główny|Ana|Основная
Max. length|Max. length|Max. length|Max. length|Max. length|Max. length|Max. length|Max. length|Max. length|Макс. длина
Message formatting|Nachrichtenformatierung|Format des messages|Formato de mensajes|Formatação de mensagens|Formato messaggi|Berichtopmaak|Formatowanie wiadomości|Mesaj biçimlendirme|Разметка сообщений
Method|Methode|Méthode|Método|Método|Metodo|Methode|Metoda|Yöntem|Метод
Min. length|Min. Länge|Longueur min.|Longitud mín.|Comprimento mín.|Lunghezza min.|Min. lengte|Min. długość|En az uzunluk|Мин. длина
Mode|Mode|Mode|Mode|Mode|Mode|Mode|Mode|Mode|Режим
Name|Name|Nom|Nombre|Nome|Nome|Naam|Nazwa|Ad|Название
Name, technical ID and options saved. Block references were updated automatically.|Name, technische ID und Optionen gespeichert. Blockreferenzen wurden automatisch aktualisiert.|Nom, identifiant technique et options enregistrés. Les références des blocs ont été actualisées.|Nombre, ID técnico y opciones guardados. Las referencias de bloques se actualizaron automáticamente.|Nome, ID técnico e opções salvos. Referências dos blocos atualizadas automaticamente.|Nome, ID tecnico e opzioni salvati. I riferimenti dei blocchi sono stati aggiornati automaticamente.|Naam, technische ID en opties opgeslagen. Blokverwijzingen zijn automatisch bijgewerkt.|Nazwa, identyfikator i opcje zapisane. Odwołania bloków zaktualizowano automatycznie.|Ad, teknik kimlik ve seçenekler kaydedildi. Blok başvuruları otomatik güncellendi.|Название, техническое имя и варианты сохранены. Ссылки в блоках обновлены автоматически.
New project|Neues Projekt|Nouveau projet|Nuevo proyecto|Novo projeto|Nuovo progetto|Nieuw project|Nowy projekt|Yeni proje|Новый проект
New recipient|Neuer Empfänger|Nouveau destinataire|Nuevo destinatario|Novo destinatário|Nuovo destinatario|Nieuwe ontvanger|Nowy odbiorca|Yeni alıcı|Новый получатель
No|Nein|Non|No|Não|No|Nee|Nie|Hayır|Нет
No automatic deletion|Keine automatische Löschung|Sans suppression automatique|Sin eliminación automática|Sem exclusão automática|Senza eliminazione automatica|Niet automatisch verwijderen|Bez automatycznego usuwania|Otomatik silme yok|Без автоудаления
No channels selected|Keine Kanäle ausgewählt|Aucun canal sélectionné|Ningún canal seleccionado|Nenhum canal selecionado|Nessun canale selezionato|Geen kanalen geselecteerd|Nie wybrano kanałów|Kanal seçilmedi|Каналы не выбраны
No project channels are enabled.|Keine Projektkanäle aktiviert.|Aucun canal du projet n’est activé.|No hay canales del proyecto activados.|Nenhum canal do projeto ativado.|Nessun canale del progetto attivo.|Er zijn geen projectkanalen ingeschakeld.|Żaden kanał projektu nie jest włączony.|Etkin proje kanalı yok.|Каналы проекта ещё не включены.
No simulator handler for {kind}|Kein Simulator-Handler für {kind}|Pas de gestionnaire de simulation pour {kind}|Sin simulador para {kind}|Sem simulador para {kind}|Nessun gestore di simulazione per {kind}|Geen simulatorhandler voor {kind}|Brak obsługi symulatora dla {kind}|{kind} için simülatör işleyicisi yok|Нет simulator handler для {kind}
No structured lead cards found. Chats and ordinary messages are not imported.|Keine strukturierten Anfragekarten gefunden. Chats und normale Nachrichten werden nicht importiert.|Aucune fiche structurée trouvée. Les discussions et messages ordinaires ne sont pas importés.|No se encontraron fichas estructuradas. No se importan chats ni mensajes comunes.|Nenhum cartão estruturado encontrado. Conversas e mensagens comuns não são importadas.|Nessuna scheda strutturata trovata. Chat e messaggi normali non vengono importati.|Geen gestructureerde aanvraagkaarten gevonden. Chats en gewone berichten worden niet geïmporteerd.|Nie znaleziono kart zgłoszeń. Czaty i zwykłe wiadomości nie są importowane.|Yapılandırılmış başvuru kartı bulunamadı. Sohbetler ve normal mesajlar içe aktarılmaz.|Структурированные карточки заявок не найдены. Диалоги и обычные сообщения намеренно не импортируются.
No syntax errors found|Keine Syntaxfehler gefunden|Aucune erreur de syntaxe|No se encontraron errores de sintaxis|Nenhum erro de sintaxe encontrado|Nessun errore di sintassi|Geen syntaxisfouten gevonden|Nie znaleziono błędów składni|Sözdizimi hatası bulunamadı|Синтаксических ошибок не найдено
No to all|Nein, alle|Non pour tous|No a todo|Não para todos|No a tutti|Nee op alles|Nie dla wszystkich|Tümü için hayır|Нет для всех
No updates. Send a message to the bot or add it to a group/topic, then retry.|Keine Updates. Schreiben Sie dem Bot oder fügen Sie ihn einer Gruppe/einem Thema hinzu und versuchen Sie es erneut.|Aucune mise à jour. Écrivez au bot ou ajoutez-le à un groupe/sujet, puis réessayez.|Sin novedades. Escriba al bot o añádalo a un grupo/tema y vuelva a intentar.|Sem atualizações. Envie uma mensagem ao bot ou adicione-o a um grupo/tópico e tente novamente.|Nessun aggiornamento. Scrivi al bot o aggiungilo a un gruppo/argomento, poi riprova.|Geen updates. Stuur de bot een bericht of voeg hem toe aan een groep/onderwerp en probeer opnieuw.|Brak aktualizacji. Napisz do bota lub dodaj go do grupy/tematu i spróbuj ponownie.|Güncelleme yok. Bota mesaj gönderin veya bir gruba/konuya ekleyip yeniden deneyin.|Обновлений нет. Напишите боту или добавьте его в группу/тему, затем повторите.
OK|OK|OK|Aceptar|OK|OK|OK|OK|Tamam|ОК
Only lead fields and statuses are stored, not chat history. Export includes Contacts, Leads, Answers, Sources, CRM references and metadata.|Nur Anfragefelder und Status werden gespeichert, keine Chats. Export enthält Contacts, Leads, Answers, Sources, CRM references und Metadaten.|Seuls les champs et statuts des demandes sont stockés, pas les conversations. Export : Contacts, Leads, Answers, Sources, CRM references et métadonnées.|Solo se guardan campos y estados de solicitudes, no chats. Exportación: Contacts, Leads, Answers, Sources, CRM references y metadatos.|Apenas campos e status de leads são armazenados, sem conversas. Exportação: Contacts, Leads, Answers, Sources, CRM references e metadados.|Si salvano solo campi e stati delle richieste, non le chat. Esportazione: Contacts, Leads, Answers, Sources, CRM references e metadati.|Alleen aanvraagvelden en statussen worden opgeslagen, geen chats. Export: Contacts, Leads, Answers, Sources, CRM references en metadata.|Zapisywane są pola i statusy zgłoszeń, bez czatów. Eksport: Contacts, Leads, Answers, Sources, CRM references i metadane.|Yalnızca başvuru alanları ve durumları saklanır, sohbetler kaydedilmez. Dışa aktarma: Contacts, Leads, Answers, Sources, CRM references ve meta veriler.|Сохраняются только поля заявок и статусы — сообщения и история диалога не записываются. Экспорт содержит Contacts, Leads, Answers, Sources, CRM references и metadata.
Open|Öffnen|Ouvrir|Abrir|Abrir|Apri|Openen|Otwórz|Aç|Открыть
Open download page|Downloadseite öffnen|Ouvrir la page de téléchargement|Abrir página de descarga|Abrir página de download|Apri pagina di download|Downloadpagina openen|Otwórz stronę pobierania|İndirme sayfasını aç|Открыть страницу скачивания
Open project|Projekt öffnen|Ouvrir le projet|Abrir proyecto|Abrir projeto|Apri progetto|Project openen|Otwórz projekt|Proje aç|Открыть проект
open-source software for visual bot and script creation.|Open-Source-Software zur visuellen Erstellung von Bots und Skripten.|un logiciel libre pour la création visuelle de bots et de scripts.|software de código abierto para crear bots y scripts visualmente.|software de código aberto para criação visual de bots e scripts.|software open source per la creazione visuale di bot e script.|opensource-software voor het visueel maken van bots en scripts.|oprogramowanie open source do wizualnego tworzenia botów i skryptów.|bot ve scriptleri görsel olarak oluşturmak için açık kaynaklı bir programdır.|открытая программа для визуального создания ботов и сценариев.
Operation|Operation|Opération|Operación|Operação|Operazione|Bewerking|Operacja|İşlem|Операция
Operator|Operator|Opérateur|Operador|Operador|Operatore|Operator|Operator|İşleç|Оператор
Option IDs must be unique.|Options-IDs müssen eindeutig sein.|Les ID des options doivent être uniques.|Los ID de opciones deben ser únicos.|Os IDs das opções devem ser únicos.|Gli ID delle opzioni devono essere univoci.|Optie-ID’s moeten uniek zijn.|Identyfikatory opcji muszą być unikalne.|Seçenek kimlikleri benzersiz olmalıdır.|ID вариантов должны быть уникальными.
Output “{port}” is not connected.|Ausgang „{port}“ ist nicht verbunden.|La sortie « {port} » n’est pas connectée.|La salida «{port}» no está conectada.|A saída “{port}” não está conectada.|L’uscita «{port}» non è collegata.|Uitgang ‘{port}’ is niet verbonden.|Wyjście „{port}” nie jest połączone.|“{port}” çıkışı bağlı değil.|Выход «{port}» не подключён.
Output “{port}” of block “{title}” is not connected.|Ausgang „{port}“ von Block „{title}“ ist nicht verbunden.|La sortie « {port} » du bloc « {title} » n’est pas connectée.|La salida «{port}» del bloque «{title}» no está conectada.|A saída “{port}” do bloco “{title}” não está conectada.|L’uscita «{port}» del blocco «{title}» non è collegata.|Uitgang ‘{port}’ van blok ‘{title}’ is niet verbonden.|Wyjście „{port}” bloku „{title}” nie jest podłączone.|“{title}” bloğunun “{port}” çıkışı bağlı değil.|Выход «{port}» блока «{title}» не подключён.
Owner|Verantwortlicher|Responsable|Responsable|Responsável|Responsabile|Verantwoordelijke|Opiekun|Sorumlu|Ответственный
Page size|Seitengröße|Taille de page|Tamaño de página|Tamanho da página|Dimensione pagina|Paginagrootte|Rozmiar strony|Sayfa boyutu|Размер страницы
Paste|Einfügen|Coller|Pegar|Colar|Incolla|Plakken|Wklej|Yapıştır|Вставить
Pattern|Muster|Motif|Patrón|Padrão|Schema|Patroon|Wzorzec|Desen|Шаблон
Period|Zeitraum|Période|Período|Período|Periodo|Periode|Okres|Dönem|Период
Pipeline|Pipeline|Pipeline|Embudo|Funil|Pipeline|Pijplijn|Lejek|Satış hunisi|Воронка
Platform:|Plattform:|Plateforme :|Plataforma:|Plataforma:|Piattaforma:|Platform:|Platforma:|Platform:|Платформа:
Platforms|Plattformen|Plateformes|Plataformas|Plataformas|Piattaforme|Platforms|Platformy|Platformlar|Платформы
Possible secret value found for {name} in project file.|Möglicher Geheimwert für {name} in Projektdatei gefunden.|Secret potentiel {name} trouvé dans le fichier projet.|Posible secreto {name} en el archivo del proyecto.|Possível segredo {name} no arquivo do projeto.|Possibile segreto {name} nel file di progetto.|Mogelijk geheim voor {name} in projectbestand gevonden.|Możliwy sekret {name} w pliku projektu.|Proje dosyasında olası {name} gizli değeri bulundu.|В project-файле обнаружено возможное значение секрета {name}.
Prefix|Präfix|Préfixe|Prefijo|Prefixo|Prefisso|Voorvoegsel|Prefiks|Önek|Префикс
Privacy|Datenschutz|Confidentialité|Privacidad|Privacidade|Privacy|Privacy|Prywatność|Gizlilik|Приватность
Private chat only|Nur Privatchat|Discussion privée uniquement|Solo chat privado|Apenas chat privado|Solo chat privata|Alleen privéchat|Tylko czat prywatny|Yalnızca özel sohbet|Только личный чат
Project locale|Projektsprache|Langue du projet|Idioma del proyecto|Idioma do projeto|Lingua del progetto|Projecttaal|Język projektu|Proje dili|Локаль проекта
Project validation failed: {error}|Projektprüfung fehlgeschlagen: {error}|Échec de validation du projet : {error}|Validación del proyecto fallida: {error}|Falha na validação do projeto: {error}|Verifica del progetto non riuscita: {error}|Projectvalidatie mislukt: {error}|Błąd walidacji projektu: {error}|Proje doğrulaması başarısız: {error}|Project-файл не прошёл проверку: {error}
Projects are stored locally. Secrets stay in session memory. Update checks contact GitHub with the app version, without projects or tokens. Disable checks in Help.|Projekte werden lokal gespeichert. Geheimnisse bleiben im Sitzungsspeicher. Updateprüfungen senden die Programmversion an GitHub, keine Projekte oder Tokens. Unter Hilfe deaktivierbar.|Les projets sont stockés localement. Les secrets restent en mémoire. La recherche de mises à jour transmet la version à GitHub, sans projets ni jetons. Désactivez-la dans Aide.|Los proyectos se guardan localmente. Los secretos permanecen en memoria. La búsqueda de actualizaciones envía la versión a GitHub, sin proyectos ni tokens. Desactívela en Ayuda.|Projetos ficam armazenados localmente. Segredos ficam na memória. A verificação envia a versão ao GitHub, sem projetos ou tokens. Desative em Ajuda.|I progetti sono locali. I segreti restano in memoria. Il controllo aggiornamenti invia la versione a GitHub, senza progetti o token. Disattivalo in Aiuto.|Projecten worden lokaal opgeslagen. Geheimen blijven in het sessiegeheugen. Updatecontroles sturen de appversie naar GitHub, geen projecten of tokens. Uitschakelen kan bij Help.|Projekty są lokalne, sekrety pozostają w pamięci sesji. Sprawdzanie aktualizacji wysyła wersję do GitHub, bez projektów i tokenów. Wyłącz je w menu Pomoc.|Projeler yerel saklanır. Gizli değerler oturum belleğinde kalır. Güncelleme denetimi GitHub’a sürümü gönderir, proje veya token göndermez. Yardım menüsünden kapatılabilir.|Проекты хранятся локально. Секреты остаются в памяти сессии. Проверка обновлений обращается к GitHub и передаёт версию программы, но не проекты и не токены. Её можно отключить в меню Справка.
Provider|Anbieter|Fournisseur|Proveedor|Provedor|Fornitore|Provider|Dostawca|Sağlayıcı|Провайдер
Query parameters|Abfrageparameter|Paramètres de requête|Parámetros de consulta|Parâmetros de consulta|Parametri di query|Queryparameters|Parametry zapytania|Sorgu parametreleri|Query-параметры
Quick start|Schnellstart|Démarrage rapide|Inicio rápido|Início rápido|Avvio rapido|Snel aan de slag|Szybki start|Hızlı başlangıç|Быстрый старт
Recipient|Empfänger|Destinataire|Destinatario|Destinatário|Destinatario|Ontvanger|Odbiorca|Alıcı|Получатель
Recipient “{recipient}” not found.|Empfänger „{recipient}“ nicht gefunden.|Destinataire « {recipient} » introuvable.|Destinatario «{recipient}» no encontrado.|Destinatário “{recipient}” não encontrado.|Destinatario «{recipient}» non trovato.|Ontvanger ‘{recipient}’ niet gevonden.|Nie znaleziono odbiorcy „{recipient}”.|“{recipient}” alıcısı bulunamadı.|Получатель «{recipient}» не найден.
Recipients|Empfänger|Destinataires|Destinatarios|Destinatários|Destinatari|Ontvangers|Odbiorcy|Alıcılar|Получатели
Recipients & topics|Empfänger und Themen|Destinataires et sujets|Destinatarios y temas|Destinatários e tópicos|Destinatari e argomenti|Ontvangers en onderwerpen|Odbiorcy i tematy|Alıcılar ve konular|Получатели и темы
Redo|Redo|Redo|Redo|Redo|Redo|Redo|Redo|Redo|Повторить
Regenerating the preview overwrites manual edits.|Erneutes Erzeugen der Vorschau überschreibt manuelle Änderungen.|Régénérer l’aperçu écrase les modifications manuelles.|Regenerar la vista previa sobrescribe los cambios manuales.|Gerar novamente a prévia sobrescreve alterações manuais.|Rigenerare l’anteprima sovrascrive le modifiche manuali.|Opnieuw genereren overschrijft handmatige bewerkingen.|Ponowne generowanie podglądu nadpisuje ręczne zmiany.|Önizlemeyi yeniden oluşturmak elle yapılan değişikliklerin üzerine yazar.|Кодовый режим: ручные правки preview перезаписываются при новой генерации
Report an issue|Problem melden|Signaler un problème|Informar de un problema|Relatar um problema|Segnala un problema|Probleem melden|Zgłoś problem|Sorun bildir|Сообщить о проблеме
Required|Erforderlich|Obligatoire|Obligatorio|Obrigatório|Obbligatorio|Vereist|Wymagane|Zorunlu|Обязательный
Required block “{title}” is unreachable.|Pflichtblock „{title}“ ist unerreichbar.|Le bloc requis « {title} » est inaccessible.|El bloque requerido «{title}» es inaccesible.|O bloco obrigatório “{title}” é inacessível.|Il blocco richiesto «{title}» è irraggiungibile.|Vereist blok ‘{title}’ is onbereikbaar.|Wymagany blok „{title}” jest nieosiągalny.|Gerekli “{title}” bloğuna ulaşılamıyor.|Обязательный блок «{title}» недостижим.
Reset|Zurücksetzen|Réinitialiser|Restablecer|Redefinir|Reimposta|Herstellen|Resetuj|Sıfırla|Сбросить
Result|Ergebnis|Résultat|Resultado|Resultado|Risultato|Resultaat|Wynik|Sonuç|Результат
Retention, days|Aufbewahrung, Tage|Conservation, jours|Retención, días|Retenção, dias|Conservazione, giorni|Bewaartermijn, dagen|Przechowywanie, dni|Saklama süresi, gün|Хранение, дней
Revert edits|Änderungen verwerfen|Annuler les modifications|Revertir cambios|Reverter alterações|Annulla modifiche|Bewerkingen terugdraaien|Cofnij zmiany|Düzenlemeleri geri al|Отменить правки
Right side|Rechte Seite|Partie droite|Parte derecha|Lado direito|Lato destro|Rechterkant|Prawa strona|Sağ taraf|Правая часть
Save|Speichern|Enregistrer|Guardar|Salvar|Salva|Opslaan|Zapisz|Kaydet|Сохранить
Save all|Alles speichern|Tout enregistrer|Guardar todo|Salvar tudo|Salva tutto|Alles opslaan|Zapisz wszystko|Tümünü kaydet|Сохранить всё
Save changes before continuing?|Änderungen vor dem Fortfahren speichern?|Enregistrer les modifications avant de continuer ?|¿Guardar cambios antes de continuar?|Salvar alterações antes de continuar?|Salvare le modifiche prima di continuare?|Wijzigingen opslaan voordat u doorgaat?|Zapisać zmiany przed kontynuacją?|Devam etmeden önce değişiklikler kaydedilsin mi?|Сохранить изменения перед продолжением?
Save failed|Speichern fehlgeschlagen|Échec de l’enregistrement|Error al guardar|Falha ao salvar|Salvataggio non riuscito|Opslaan mislukt|Błąd zapisu|Kaydetme başarısız|Ошибка сохранения
Save leads|Anfragen speichern|Enregistrer les demandes|Guardar solicitudes|Salvar leads|Salva richieste|Aanvragen opslaan|Zapisz zgłoszenia|Başvuruları kaydet|Сохранить заявки
Save preview edits|Vorschauänderungen speichern|Enregistrer les modifications de l’aperçu|Guardar cambios de vista previa|Salvar alterações da prévia|Salva modifiche anteprima|Voorbeeldbewerkingen opslaan|Zapisz zmiany podglądu|Önizleme düzenlemelerini kaydet|Сохранить правку preview
Save project|Projekt speichern|Enregistrer le projet|Guardar proyecto|Salvar projeto|Salva progetto|Project opslaan|Zapisz projekt|Projeyi kaydet|Сохранить проект
Saved: {p1}|Gespeichert: {p1}|Enregistré : {p1}|Guardado: {p1}|Salvo: {p1}|Salvato: {p1}|Opgeslagen: {p1}|Zapisano: {p1}|Kaydedildi: {p1}|Сохранено: {p1}
Script is not running.|Skript läuft nicht.|Le script n’est pas démarré.|El script no se ha iniciado.|O script não foi iniciado.|Lo script non è avviato.|Script is niet gestart.|Skrypt nie jest uruchomiony.|Betik başlatılmadı.|Сценарий не запущен.
Search knowledge base…|Wissensdatenbank durchsuchen…|Rechercher dans la documentation…|Buscar en la base de conocimientos…|Buscar na base de conhecimento…|Cerca nella guida…|Kennisbank doorzoeken…|Szukaj w bazie wiedzy…|Bilgi tabanında ara…|Поиск по базе знаний…
Secret ENV|Geheimnis-ENV|ENV du secret|ENV del secreto|ENV do segredo|ENV del segreto|Geheim-ENV|ENV sekretu|Gizli değer ENV|ENV секрета
Security|Sicherheit|Sécurité|Seguridad|Segurança|Sicurezza|Beveiliging|Bezpieczeństwo|Güvenlik|Безопасность
Select a channel row.|Eine Kanalzeile auswählen.|Sélectionnez une ligne de canal.|Seleccione una fila de canal.|Selecione uma linha de canal.|Seleziona una riga del canale.|Selecteer een kanaalrij.|Wybierz wiersz kanału.|Bir kanal satırı seçin.|Выберите строку канала.
Send|Senden|Envoyer|Enviar|Enviar|Invia|Verzenden|Wyślij|Gönder|Отправить
Send lead notifications|Anfragenbenachrichtigungen senden|Notifier les demandes|Enviar avisos de solicitudes|Enviar notificações de leads|Invia notifiche delle richieste|Aanvraagmeldingen verzenden|Wysyłaj powiadomienia o zgłoszeniach|Başvuru bildirimleri gönder|Отправлять уведомления о заявках
Sender address|Absenderadresse|Adresse de l’expéditeur|Dirección del remitente|Endereço do remetente|Indirizzo del mittente|Afzenderadres|Adres nadawcy|Gönderen adresi|Адрес отправителя
Set|Festlegen|Définir|Establecer|Definir|Imposta|Instellen|Ustaw|Ayarla|Установить
Set max_length for saved text in block “{title}”.|max_length für gespeicherten Text in Block „{title}“ setzen.|Définissez max_length pour le texte enregistré dans « {title} ».|Configure max_length para texto guardado en «{title}».|Defina max_length para texto salvo em “{title}”.|Imposta max_length per il testo salvato in «{title}».|Stel max_length in voor opgeslagen tekst in ‘{title}’.|Ustaw max_length dla tekstu w bloku „{title}”.|“{title}” bloğunda kaydedilen metin için max_length belirleyin.|Для сохраняемого текстового ответа в блоке «{title}» задайте max_length.
Set the username in @BotFather; enter it without @.|Benutzernamen in @BotFather festlegen; ohne @ eingeben.|Définissez le nom dans @BotFather ; saisissez-le sans @.|Configure el usuario en @BotFather; introdúzcalo sin @.|Defina o usuário no @BotFather; insira sem @.|Imposta il nome utente in @BotFather; inseriscilo senza @.|Stel de gebruikersnaam in bij @BotFather; voer deze zonder @ in.|Ustaw nazwę użytkownika w @BotFather; wpisz bez @.|Kullanıcı adını @BotFather ile belirleyin; @ olmadan girin.|Username назначается в @BotFather и записывается без @
Settings|Einstellungen|Paramètres|Ajustes|Configurações|Impostazioni|Instellingen|Ustawienia|Ayarlar|Параметры
Settings not applied|Einstellungen nicht angewendet|Paramètres non appliqués|Ajustes no aplicados|Configurações não aplicadas|Impostazioni non applicate|Instellingen niet toegepast|Ustawienia nie zostały zastosowane|Ayarlar uygulanmadı|Параметры не применены
Show code editor and settings JSON|Code-Editor und Einstellungs-JSON anzeigen|Afficher l’éditeur et les paramètres JSON|Mostrar editor y ajustes JSON|Mostrar editor e configurações JSON|Mostra editor e impostazioni JSON|Code-editor en JSON-instellingen tonen|Pokaż edytor i ustawienia JSON|Kod düzenleyiciyi ve JSON ayarlarını göster|Показать редактор кода и JSON настроек
Show main menu|Hauptmenü anzeigen|Afficher le menu principal|Mostrar menú principal|Mostrar menu principal|Mostra menu principale|Hoofdmenu tonen|Pokaż menu główne|Ana menüyü göster|Показать главное меню
Simulated action: {kind}|Simulierte Aktion: {kind}|Action simulée : {kind}|Acción simulada: {kind}|Ação simulada: {kind}|Azione simulata: {kind}|Gesimuleerde actie: {kind}|Symulowana akcja: {kind}|Simüle edilen işlem: {kind}|Симуляция действия: {kind}
Simulator|Simulator|Simulateur|Simulador|Simulador|Simulatore|Simulator|Symulator|Simülatör|Симулятор
Simulator unavailable|Simulator nicht verfügbar|Simulateur indisponible|Simulador no disponible|Simulador indisponível|Simulatore non disponibile|Simulator niet beschikbaar|Symulator niedostępny|Simülatör kullanılamıyor|Симулятор недоступен
SMTP is for Docker/VPS; use Cloudflare binding or Email API in Workers.|SMTP ist für Docker/VPS; in Workers Cloudflare-Binding oder E-Mail-API verwenden.|SMTP est pour Docker/VPS ; utilisez le binding Cloudflare ou une API email dans Workers.|SMTP es para Docker/VPS; use binding Cloudflare o API de correo en Workers.|SMTP é para Docker/VPS; use binding Cloudflare ou API de e-mail nos Workers.|SMTP è per Docker/VPS; usa binding Cloudflare o API email nei Workers.|SMTP is voor Docker/VPS; gebruik Cloudflare-binding of e-mail-API in Workers.|SMTP jest dla Docker/VPS; w Workers użyj bindingu Cloudflare lub API e-mail.|SMTP Docker/VPS içindir; Workers’da Cloudflare binding veya e-posta API’si kullanın.|SMTP предназначен для Docker/VPS; в Worker выберите Cloudflare binding или Email API.
Software update|Programmaktualisierung|Mise à jour du logiciel|Actualización del programa|Atualização do programa|Aggiornamento del programma|Programma-update|Aktualizacja programu|Program güncellemesi|Обновление программы
Status|Status|Statut|Estado|Status|Stato|Status|Status|Durum|Статус
Storage|Speicher|Stockage|Almacenamiento|Armazenamento|Archivio|Opslag|Magazyn danych|Depolama|Хранилище
Store structured leads|Strukturierte Anfragen speichern|Stocker les demandes structurées|Guardar solicitudes estructuradas|Armazenar leads estruturados|Salva richieste strutturate|Gestructureerde aanvragen opslaan|Zapisuj uporządkowane zgłoszenia|Yapılandırılmış başvuruları kaydet|Сохранять структурированные заявки
Structured lead created|Strukturierte Anfrage erstellt|Demande structurée créée|Solicitud estructurada creada|Lead estruturado criado|Richiesta strutturata creata|Gestructureerde aanvraag gemaakt|Utworzono uporządkowane zgłoszenie|Yapılandırılmış başvuru oluşturuldu|Сформирована структурированная заявка
Support the project|Projekt unterstützen|Soutenir le projet|Apoyar el proyecto|Apoiar o projeto|Sostieni il progetto|Project steunen|Wesprzyj projekt|Projeyi destekle|Помочь проекту
Telegram and Cloudflare are trademarks of their respective owners.|Telegram und Cloudflare sind Marken ihrer jeweiligen Eigentümer.|Telegram et Cloudflare sont des marques de leurs propriétaires respectifs.|Telegram y Cloudflare son marcas comerciales de sus respectivos propietarios.|Telegram e Cloudflare são marcas comerciais de seus respectivos proprietários.|Telegram e Cloudflare sono marchi dei rispettivi proprietari.|Telegram en Cloudflare zijn handelsmerken van hun respectieve eigenaren.|Telegram i Cloudflare są znakami towarowymi odpowiednich właścicieli.|Telegram ve Cloudflare ilgili sahiplerinin ticari markalarıdır.|Telegram и Cloudflare являются товарными знаками соответствующих владельцев.
Telegram API returned an error|Telegram-API meldete einen Fehler|L’API Telegram a renvoyé une erreur|La API de Telegram devolvió un error|A API do Telegram retornou um erro|L’API Telegram ha restituito un errore|Telegram-API gaf een fout|API Telegram zwróciło błąd|Telegram API hata döndürdü|Telegram API вернул ошибку
Telegram ENV|Telegram ENV|Telegram ENV|Telegram ENV|Telegram ENV|Telegram ENV|Telegram ENV|Telegram ENV|Telegram ENV|Telegram ENV
Telegram import|Telegram-Import|Import Telegram|Importación de Telegram|Importação do Telegram|Importazione Telegram|Telegram-import|Import Telegram|Telegram içe aktarma|Импорт Telegram
